OHV + OH = 2 x OH                                 	0000      	0000      	0000      	0030      	0000      	0000      	0000      
OHV + H = OH + H                                  	0000      	0000      	0000      	0031      	0000      	0000      	0000      
OHV + O2 = OH + O2                                	0000      	0000      	0000      	0032      	0000      	0000      	0000      
H + HO = H2 + O                                   	0000      	0000      	0000      	0000      	0000      	0043      	0000      
O + H2O = H2 + O2                                 	0000      	0000      	0000      	0000      	0000      	0053      	0000      
H2 + O2 = 2 x HO                                  	0000      	0000      	0000      	0000      	0000      	0058      	0000      
H2 + H2O2 = 2 x HO + H2                           	0000      	0000      	0000      	0000      	0000      	0059      	0000      
O2 + H2O2 = 2 x HO2                               	0000      	0000      	0000      	0000      	0000      	0063      	0000      
2 x HO2 = H2 + 2 x O2                             	0000      	0000      	0000      	0000      	0000      	0064      	0000      
HO2 + H2O2 = H2O + HO + O2                        	0000      	0000      	0000      	0000      	0000      	0066      	0000      
O(1S) + O2 = O + O2                               	0000      	0000      	0000      	0000      	0000      	0072      	0000      
O(1S) + O3 = 2 x O2                               	0000      	0000      	0000      	0000      	0000      	0073      	0000      
O(1S) + O3 = O2 + 2 x O                           	0000      	0000      	0000      	0000      	0000      	0074      	0000      
O(1S) + H2O = 2 x HO                              	0000      	0000      	0000      	0000      	0000      	0075      	0000      
O(1S) + H2 = HO + H                               	0000      	0000      	0000      	0000      	0000      	0076      	0000      
O2(1Delta) + O3 = 2 x O2 + O                      	0000      	0000      	0000      	0000      	0000      	0077      	0000      
O2(1Delta) + H2O = O2 + H2O                       	0000      	0000      	0000      	0000      	0000      	0078      	0000      
HOp + H2 = H2Op + H                               	0000      	0000      	0000      	0000      	0000      	0084      	0000      
HOp + H2O = H2Op + HO                             	0000      	0000      	0000      	0000      	0000      	0085      	0000      
HOp + H2O = H3Op + O                              	0000      	0000      	0000      	0000      	0000      	0086      	0000      
HOp + O2 = O2p + HO                               	0000      	0000      	0000      	0000      	0000      	0087      	0000      
HO2p + H2 = H3p + O2                              	0000      	0000      	0000      	0000      	0000      	0088      	0000      
H2p + H = Hp + H2                                 	0000      	0000      	0000      	0000      	0000      	0089      	0000      
H2p + H2 = H3p + H                                	0000      	0000      	0000      	0000      	0000      	0090      	0000      
H2p + He = HeHp + H                               	0000      	0000      	0000      	0000      	0000      	0091      	0000      
H2p + O2 = HO2p + H                               	0000      	0000      	0000      	0000      	0000      	0092      	0000      
H2Op + H2 = H3Op + H                              	0000      	0000      	0000      	0000      	0000      	0093      	0000      
H2Op + H2O = H3Op + HO                            	0000      	0000      	0000      	0000      	0000      	0094      	0000      
H2Op + O = O2p + H2                               	0000      	0000      	0000      	0000      	0000      	0095      	0000      
H2Op + O2 = O2p + H2O                             	0000      	0000      	0000      	0000      	0000      	0096      	0000      
H2O2p + H2O = H3Op + HO2                          	0000      	0000      	0000      	0000      	0000      	0097      	0000      
H2O2p + H2O2 = H3O2p + HO2                        	0000      	0000      	0000      	0000      	0000      	0098      	0000      
H3p + H2O = H3Op + H2                             	0000      	0000      	0000      	0000      	0000      	0099      	0000      
H3p + O2 = HO2p + H2                              	0000      	0000      	0000      	0000      	0000      	0100      	0000      
H3O2p + H2O = H3Op + H2O2                         	0000      	0000      	0000      	0000      	0000      	0101      	0000      
H3O2p + O2 = HO4p + H2                            	0000      	0000      	0000      	0000      	0000      	0102      	0000      
Hep + H2 = HeHp + H                               	0000      	0000      	0000      	0000      	0000      	0103      	0000      
Hep + H2 = H2p + He                               	0000      	0000      	0000      	0000      	0000      	0104      	0000      
Hep + H2 = Hp + H + He                            	0000      	0000      	0000      	0000      	0000      	0105      	0000      
Hep + H2O = HeHp + HO                             	0000      	0000      	0000      	0000      	0000      	0106      	0000      
Hep + H2O = HOp + H + He                          	0000      	0000      	0000      	0000      	0000      	0107      	0000      
Hep + H2O = H2Op + He                             	0000      	0000      	0000      	0000      	0000      	0108      	0000      
Hep + O2 = Op + O + He                            	0000      	0000      	0000      	0000      	0000      	0109      	0000      
Hep + O2 = O2p + He                               	0000      	0000      	0000      	0000      	0000      	0110      	0000      
HeHp + H2 = H3p + He                              	0000      	0000      	0000      	0000      	0000      	0111      	0000      
HeHp + O2 = HO2p + He                             	0000      	0000      	0000      	0000      	0000      	0112      	0000      
He2p + O2 = O2p + 2 x He                          	0000      	0000      	0000      	0000      	0000      	0113      	0000      
He2p + O2 = Op + O + 2 x He                       	0000      	0000      	0000      	0000      	0000      	0114      	0000      
Op + H2O = H2Op + O                               	0000      	0000      	0000      	0000      	0000      	0117      	0000      
Op(2D) + O2 = O2p + O                             	0000      	0000      	0000      	0000      	0000      	0118      	0000      
Op(2D) + O2 = Op + O2                             	0000      	0000      	0000      	0000      	0000      	0119      	0000      
O2p(X2Pig) + H2 = O2p + H2                        	0000      	0000      	0000      	0000      	0000      	0120      	0000      
O2p(X2Pig) + H2 = HO2p + H                        	0000      	0000      	0000      	0000      	0000      	0121      	0000      
O2p(X2Pig) + H2 = H2p + O2                        	0000      	0000      	0000      	0000      	0000      	0122      	0000      
O2p + H2O2 = H2O2p + O2                           	0000      	0000      	0000      	0000      	0000      	0123      	0000      
O2p(X2Pig) + O2 = O2p + O2                        	0000      	0000      	0000      	0000      	0000      	0124      	0000      
Hn + H = H2 + em                                  	0000      	0000      	0000      	0000      	0000      	0125      	0000      
Hn + H2O = HOn + H2                               	0000      	0000      	0000      	0000      	0000      	0126      	0000      
Hn + O2 = HO2 + em                                	0000      	0000      	0000      	0000      	0000      	0127      	0000      
HOn + H = H2O + em                                	0000      	0000      	0000      	0000      	0000      	0128      	0000      
HOn + O = HO2 + em                                	0000      	0000      	0000      	0000      	0000      	0129      	0000      
HOn + O3 = O3n + HO                               	0000      	0000      	0000      	0000      	0000      	0130      	0000      
On + H2 = H2O + em                                	0000      	0000      	0000      	0000      	0000      	0131      	0000      
On + H2 = HOn + H                                 	0000      	0000      	0000      	0000      	0000      	0132      	0000      
On + O = O2 + em                                  	0000      	0000      	0000      	0000      	0000      	0133      	0000      
On + O2 = O2n + O                                 	0000      	0000      	0000      	0000      	0000      	0134      	0000      
On + O2(1Delta) = O3 + em                         	0000      	0000      	0000      	0000      	0000      	0135      	0000      
On + O3 = 2 x O2 + em                             	0000      	0000      	0000      	0000      	0000      	0136      	0000      
On + O3 = O3n + O                                 	0000      	0000      	0000      	0000      	0000      	0137      	0000      
On + O3 = O2n + O2                                	0000      	0000      	0000      	0000      	0000      	0138      	0000      
O2n + H = HO2 + em                                	0000      	0000      	0000      	0000      	0000      	0139      	0000      
O2n + H = Hn + O2                                 	0000      	0000      	0000      	0000      	0000      	0140      	0000      
O2n + O = O3 + em                                 	0000      	0000      	0000      	0000      	0000      	0141      	0000      
O2n + O = On + O2                                 	0000      	0000      	0000      	0000      	0000      	0142      	0000      
O2n + O3 = O3n + O2                               	0000      	0000      	0000      	0000      	0000      	0143      	0000      
O3n + H = HOn + O2                                	0000      	0000      	0000      	0000      	0000      	0144      	0000      
O3n + O = O2n + O2                                	0000      	0000      	0000      	0000      	0000      	0145      	0000      
HeHp + em = H + He                                	0000      	0000      	0000      	0000      	0000      	0177      	0000      
H2Op + em = O + H2                                	0000      	0000      	0000      	0000      	0000      	0180      	0000      
H2Op + em = HO + H                                	0000      	0000      	0000      	0000      	0000      	0181      	0000      
H2Op + em = O + 2 x H                             	0000      	0000      	0000      	0000      	0000      	0182      	0000      
H3p + em = 3 x H                                  	0000      	0000      	0000      	0000      	0000      	0183      	0000      
H3p + em = H2 + H                                 	0000      	0000      	0000      	0000      	0000      	0184      	0000      
HO2p + em = O2 + H                                	0000      	0000      	0000      	0000      	0000      	0185      	0000      
H3Op + em = HO + 2 x H                            	0000      	0000      	0000      	0000      	0000      	0186      	0000      
H3Op + em = H2O + H                               	0000      	0000      	0000      	0000      	0000      	0187      	0000      
H3Op + em = HO + H2                               	0000      	0000      	0000      	0000      	0000      	0188      	0000      
H3Op + em = H2 + H + O                            	0000      	0000      	0000      	0000      	0000      	0189      	0000      
2 x H + M = H2 + M                                	0027      	0028      	0025      	0000      	0010      	0001      	0000      
H + O + M = OH + M                                	0028      	0029      	0026      	0017      	0011      	0003      	0000      
H + O2 + M = HO2 + M                              	0029      	0034      	0029      	0014      	0024      	0011      	0000      
H + OH + M = H2O + M                              	0031      	0032      	0027      	0016      	0028      	0009      	0000      
2 x HO2 + M = H2O2 + O2 + M                       	0032      	0000      	0030      	0000      	0000      	0000      	0000      
2 x O + M = O2 + M                                	0033      	0030      	0032      	0015      	0013      	0005      	0000      
O + O2 + M = O3 + M                               	0034      	0031      	0028      	0000      	0014      	0007      	0000      
2 x OH + M = H2O2 + M                             	0035      	0033      	0031      	0000      	0031      	0013      	0000      
H + O + M = OHV + M                               	0000      	0000      	0000      	0018      	0000      	0000      	0000      
OH + O2 + M = HO3 + M                             	0000      	0000      	0000      	0000      	0000      	0017      	0000      
Hp + H2 + M = H3p + M                             	0000      	0000      	0000      	0000      	0000      	0019      	0000      
H3p + O2 + M = H3O2p + M                          	0000      	0000      	0000      	0000      	0000      	0021      	0000      
Hep + He + M = He2p + M                           	0000      	0000      	0000      	0000      	0000      	0023      	0000      
Hp + em + M = H + hnu                             	0000      	0000      	0000      	0000      	0000      	0190      	0000      
Hepp + em + M = He + hnu                          	0000      	0000      	0000      	0000      	0000      	0191      	0000      
O(1D) + M = O + M                                 	0000      	0035      	0000      	0023      	0000      	0000      	0000      
H2O2 + M = 2 x OH + M                             	0000      	0000      	0000      	0019      	0000      	0000      	0000      
H2 + M = 2 x H + M                                	0000      	0000      	0000      	0020      	0000      	0000      	0000      
H4O2 + M = 2 x H2O + M                            	0000      	0000      	0000      	0000      	0000      	0015      	0000      
H + M = Hp + em + M                               	0000      	0000      	0000      	0000      	0000      	0025      	0000      
O + M = Op + em + M                               	0000      	0000      	0000      	0000      	0000      	0027      	0000      
H2 + M = H2p + em + M                             	0000      	0000      	0000      	0000      	0000      	0029      	0000      
HO + M = HOp + em + M                             	0000      	0000      	0000      	0000      	0000      	0031      	0000      
He + M = Hep + em + M                             	0000      	0000      	0000      	0000      	0000      	0033      	0000      
O2 + M = O2p + em + M                             	0000      	0000      	0000      	0000      	0000      	0035      	0000      
H2O + M = H2Op + em + M                           	0000      	0000      	0000      	0000      	0000      	0037      	0000      
HO2 + M = HO2p + em + M                           	0000      	0000      	0000      	0000      	0000      	0039      	0000      
H2O2 + M = H2O2p + em + M                         	0000      	0000      	0000      	0000      	0000      	0041      	0000      
O3 + T = O2 + O                                   	0037      	0000      	0000      	0000      	0000      	0000      	0000      
HO2 + T = O2 + H                                  	0038      	0000      	0000      	0000      	0000      	0000      	0000      
H2O2 + T = 2 x OH                                 	0039      	0000      	0000      	0000      	0000      	0000      	0000      
